"order_id","customer","city","state","order_date","product_name","category_name","store_name","sales_rep","total_units_sold","revenue"
898,"Josef Greer","Jamaica","NY","2017-05-20","Haro SR 1.2 - 2017","Mountain Bikes","Baldwin Bikes","Jannette David","2","1739.98"
898,"Josef Greer","Jamaica","NY","2017-05-20","Sun Bicycles Cruz 7 - 2017","Cruisers Bicycles","Baldwin Bikes","Jannette David","2","833.98"
898,"Josef Greer","Jamaica","NY","2017-05-20","Trek Emonda S 5 - 2017","Road Bikes","Baldwin Bikes","Jannette David","2","3999.98"
898,"Josef Greer","Jamaica","NY","2017-05-20","Electra Townie Original 7D EQ - 2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer","1","599.99"
898,"Josef Greer","Jamaica","NY","2017-05-20","Haro SR 1.2 - 2017","Mountain Bikes","Baldwin Bikes","Marcelene Boyer","2","1739.98"
898,"Josef Greer","Jamaica","NY","2017-05-20","Sun Bicycles Cruz 7 - 2017","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer","2","833.98"
898,"Josef Greer","Jamaica","NY","2017-05-20","Trek Emonda S 5 - 2017","Road Bikes","Baldwin Bikes","Marcelene Boyer","2","3999.98"
898,"Josef Greer","Jamaica","NY","2017-05-20","Electra Townie Original 7D EQ - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel","1","599.99"
898,"Josef Greer","Jamaica","NY","2017-05-20","Haro SR 1.2 - 2017","Mountain Bikes","Baldwin Bikes","Venita Daniel","2","1739.98"
898,"Josef Greer","Jamaica","NY","2017-05-20","Sun Bicycles Cruz 7 - 2017","Cruisers Bicycles","Baldwin Bikes","Venita Daniel","2","833.98"
898,"Josef Greer","Jamaica","NY","2017-05-20","Trek Emonda S 5 - 2017","Road Bikes","Baldwin Bikes","Venita Daniel","2","3999.98"
899,"Renita Henry","New Rochelle","NY","2017-05-20","Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Baldwin Bikes","Jannette David","1","429.00"
899,"Renita Henry","New Rochelle","NY","2017-05-20","Surly Ice Cream Truck Frameset - 2016","Mountain Bikes","Baldwin Bikes","Jannette David","1","469.99"
899,"Renita Henry","New Rochelle","NY","2017-05-20","Trek Domane S 5 Disc - 2017","Road Bikes","Baldwin Bikes","Jannette David","2","5199.98"
899,"Renita Henry","New Rochelle","NY","2017-05-20","Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer","1","429.00"
899,"Renita Henry","New Rochelle","NY","2017-05-20","Surly Ice Cream Truck Frameset - 2016","Mountain Bikes","Baldwin Bikes","Marcelene Boyer","1","469.99"
899,"Renita Henry","New Rochelle","NY","2017-05-20","Trek Domane S 5 Disc - 2017","Road Bikes","Baldwin Bikes","Marcelene Boyer","2","5199.98"
899,"Renita Henry","New Rochelle","NY","2017-05-20","Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel","1","429.00"
899,"Renita Henry","New Rochelle","NY","2017-05-20","Surly Ice Cream Truck Frameset - 2016","Mountain Bikes","Baldwin Bikes","Venita Daniel","1","469.99"
899,"Renita Henry","New Rochelle","NY","2017-05-20","Trek Domane S 5 Disc - 2017","Road Bikes","Baldwin Bikes","Venita Daniel","2","5199.98"
900,"Samual Warner","Brentwood","NY","2017-05-20","Electra Townie Original 7D EQ - 2016","Comfort Bicycles","Baldwin Bikes","Jannette David","2","1199.98"
900,"Samual Warner","Brentwood","NY","2017-05-20","Sun Bicycles Cruz 3 - Women's - 2017","Comfort Bicycles","Baldwin Bikes","Jannette David","1","449.99"
900,"Samual Warner","Brentwood","NY","2017-05-20","Surly Karate Monkey 27.5+ Frameset - 2017","Mountain Bikes","Baldwin Bikes","Jannette David","2","4999.98"
900,"Samual Warner","Brentwood","NY","2017-05-20","Trek Powerfly 8 FS Plus - 2017","Electric Bikes","Baldwin Bikes","Jannette David","2","9999.98"
900,"Samual Warner","Brentwood","NY","2017-05-20","Trek Precaliber 16 Boys - 2017","Children Bicycles","Baldwin Bikes","Jannette David","1","209.99"
900,"Samual Warner","Brentwood","NY","2017-05-20","Electra Townie Original 7D EQ - 2016","Comfort Bicycles","Baldwin Bikes","Marcelene Boyer","2","1199.98"
900,"Samual Warner","Brentwood","NY","2017-05-20","Sun Bicycles Cruz 3 - Women's - 2017","Comfort Bicycles","Baldwin Bikes","Marcelene Boyer","1","449.99"
900,"Samual Warner","Brentwood","NY","2017-05-20","Surly Karate Monkey 27.5+ Frameset - 2017","Mountain Bikes","Baldwin Bikes","Marcelene Boyer","2","4999.98"
900,"Samual Warner","Brentwood","NY","2017-05-20","Trek Powerfly 8 FS Plus - 2017","Electric Bikes","Baldwin Bikes","Marcelene Boyer","2","9999.98"
900,"Samual Warner","Brentwood","NY","2017-05-20","Trek Precaliber 16 Boys - 2017","Children Bicycles","Baldwin Bikes","Marcelene Boyer","1","209.99"
900,"Samual Warner","Brentwood","NY","2017-05-20","Electra Townie Original 7D EQ - 2016","Comfort Bicycles","Baldwin Bikes","Venita Daniel","2","1199.98"
900,"Samual Warner","Brentwood","NY","2017-05-20","Sun Bicycles Cruz 3 - Women's - 2017","Comfort Bicycles","Baldwin Bikes","Venita Daniel","1","449.99"
900,"Samual Warner","Brentwood","NY","2017-05-20","Surly Karate Monkey 27.5+ Frameset - 2017","Mountain Bikes","Baldwin Bikes","Venita Daniel","2","4999.98"
900,"Samual Warner","Brentwood","NY","2017-05-20","Trek Powerfly 8 FS Plus - 2017","Electric Bikes","Baldwin Bikes","Venita Daniel","2","9999.98"
900,"Samual Warner","Brentwood","NY","2017-05-20","Trek Precaliber 16 Boys - 2017","Children Bicycles","Baldwin Bikes","Venita Daniel","1","209.99"
901,"Mi Gray","Albany","NY","2017-05-21","Trek Fuel EX 9.8 27.5 Plus - 2017","Mountain Bikes","Baldwin Bikes","Jannette David","1","5299.99"
901,"Mi Gray","Albany","NY","2017-05-21","Trek Silque SLR 7 Women's - 2017","Road Bikes","Baldwin Bikes","Jannette David","1","5999.99"
901,"Mi Gray","Albany","NY","2017-05-21","Trek Fuel EX 9.8 27.5 Plus - 2017","Mountain Bikes","Baldwin Bikes","Marcelene Boyer","1","5299.99"
901,"Mi Gray","Albany","NY","2017-05-21","Trek Silque SLR 7 Women's - 2017","Road Bikes","Baldwin Bikes","Marcelene Boyer","1","5999.99"
901,"Mi Gray","Albany","NY","2017-05-21","Trek Fuel EX 9.8 27.5 Plus - 2017","Mountain Bikes","Baldwin Bikes","Venita Daniel","1","5299.99"
901,"Mi Gray","Albany","NY","2017-05-21","Trek Silque SLR 7 Women's - 2017","Road Bikes","Baldwin Bikes","Venita Daniel","1","5999.99"
902,"Loan Graham","Jackson Heights","NY","2017-05-21","Electra Girl's Hawaii 1 16"" - 2017","Cruisers Bicycles","Baldwin Bikes","Jannette David","2","599.98"
902,"Loan Graham","Jackson Heights","NY","2017-05-21","Electra Townie Original 21D - 2016","Cruisers Bicycles","Baldwin Bikes","Jannette David","1","549.99"
902,"Loan Graham","Jackson Heights","NY","2017-05-21","Haro Flightline Two 26 Plus - 2017","Mountain Bikes","Baldwin Bikes","Jannette David","2","1099.98"
902,"Loan Graham","Jackson Heights","NY","2017-05-21","Haro Shredder 20 - 2017","Children Bicycles","Baldwin Bikes","Jannette David","1","209.99"
902,"Loan Graham","Jackson Heights","NY","2017-05-21","Electra Girl's Hawaii 1 16"" - 2017","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer","2","599.98"
902,"Loan Graham","Jackson Heights","NY","2017-05-21","Electra Townie Original 21D - 2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer","1","549.99"
902,"Loan Graham","Jackson Heights","NY","2017-05-21","Haro Flightline Two 26 Plus - 2017","Mountain Bikes","Baldwin Bikes","Marcelene Boyer","2","1099.98"
902,"Loan Graham","Jackson Heights","NY","2017-05-21","Haro Shredder 20 - 2017","Children Bicycles","Baldwin Bikes","Marcelene Boyer","1","209.99"
902,"Loan Graham","Jackson Heights","NY","2017-05-21","Electra Girl's Hawaii 1 16"" - 2017","Cruisers Bicycles","Baldwin Bikes","Venita Daniel","2","599.98"
902,"Loan Graham","Jackson Heights","NY","2017-05-21","Electra Townie Original 21D - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel","1","549.99"
902,"Loan Graham","Jackson Heights","NY","2017-05-21","Haro Flightline Two 26 Plus - 2017","Mountain Bikes","Baldwin Bikes","Venita Daniel","2","1099.98"
902,"Loan Graham","Jackson Heights","NY","2017-05-21","Haro Shredder 20 - 2017","Children Bicycles","Baldwin Bikes","Venita Daniel","1","209.99"
903,"Deane Sears","Pittsford","NY","2017-05-22","Surly Wednesday - 2017","Mountain Bikes","Baldwin Bikes","Jannette David","2","3265.98"
903,"Deane Sears","Pittsford","NY","2017-05-22","Trek Emonda S 4 - 2017","Road Bikes","Baldwin Bikes","Jannette David","2","2999.98"
903,"Deane Sears","Pittsford","NY","2017-05-22","Surly Wednesday - 2017","Mountain Bikes","Baldwin Bikes","Marcelene Boyer","2","3265.98"
903,"Deane Sears","Pittsford","NY","2017-05-22","Trek Emonda S 4 - 2017","Road Bikes","Baldwin Bikes","Marcelene Boyer","2","2999.98"
903,"Deane Sears","Pittsford","NY","2017-05-22","Surly Wednesday - 2017","Mountain Bikes","Baldwin Bikes","Venita Daniel","2","3265.98"
903,"Deane Sears","Pittsford","NY","2017-05-22","Trek Emonda S 4 - 2017","Road Bikes","Baldwin Bikes","Venita Daniel","2","2999.98"
904,"Lorraine Marks","San Carlos","CA","2017-05-23","Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Santa Cruz Bikes","Fabiola Jackson","1","269.99"
904,"Lorraine Marks","San Carlos","CA","2017-05-23","Haro Shredder 20 - 2017","Children Bicycles","Santa Cruz Bikes","Fabiola Jackson","2","419.98"
904,"Lorraine Marks","San Carlos","CA","2017-05-23","Surly Troll Frameset - 2017","Mountain Bikes","Santa Cruz Bikes","Fabiola Jackson","2","1665.98"
904,"Lorraine Marks","San Carlos","CA","2017-05-23","Trek Silque SLR 8 Women's - 2017","Road Bikes","Santa Cruz Bikes","Fabiola Jackson","2","12999.98"
904,"Lorraine Marks","San Carlos","CA","2017-05-23","Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano","1","269.99"
904,"Lorraine Marks","San Carlos","CA","2017-05-23","Haro Shredder 20 - 2017","Children Bicycles","Santa Cruz Bikes","Genna Serrano","2","419.98"
904,"Lorraine Marks","San Carlos","CA","2017-05-23","Surly Troll Frameset - 2017","Mountain Bikes","Santa Cruz Bikes","Genna Serrano","2","1665.98"
904,"Lorraine Marks","San Carlos","CA","2017-05-23","Trek Silque SLR 8 Women's - 2017","Road Bikes","Santa Cruz Bikes","Genna Serrano","2","12999.98"
904,"Lorraine Marks","San Carlos","CA","2017-05-23","Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland","1","269.99"
904,"Lorraine Marks","San Carlos","CA","2017-05-23","Haro Shredder 20 - 2017","Children Bicycles","Santa Cruz Bikes","Mireya Copeland","2","419.98"
904,"Lorraine Marks","San Carlos","CA","2017-05-23","Surly Troll Frameset - 2017","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland","2","1665.98"
904,"Lorraine Marks","San Carlos","CA","2017-05-23","Trek Silque SLR 8 Women's - 2017","Road Bikes","Santa Cruz Bikes","Mireya Copeland","2","12999.98"
904,"Lorraine Marks","San Carlos","CA","2017-05-23","Electra Cruiser 1 (24-Inch) - 2016","Cruisers Bicycles","Santa Cruz Bikes","Virgie Wiggins","1","269.99"
904,"Lorraine Marks","San Carlos","CA","2017-05-23","Haro Shredder 20 - 2017","Children Bicycles","Santa Cruz Bikes","Virgie Wiggins","2","419.98"
904,"Lorraine Marks","San Carlos","CA","2017-05-23","Surly Troll Frameset - 2017","Mountain Bikes","Santa Cruz Bikes","Virgie Wiggins","2","1665.98"
904,"Lorraine Marks","San Carlos","CA","2017-05-23","Trek Silque SLR 8 Women's - 2017","Road Bikes","Santa Cruz Bikes","Virgie Wiggins","2","12999.98"
905,"Eliana Reese","Woodhaven","NY","2017-05-23","Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Baldwin Bikes","Jannette David","1","599.99"
905,"Eliana Reese","Woodhaven","NY","2017-05-23","Sun Bicycles Revolutions 24 - Girl's - 2017","Cruisers Bicycles","Baldwin Bikes","Jannette David","1","250.99"
905,"Eliana Reese","Woodhaven","NY","2017-05-23","Trek Boone 7 - 2017","Cyclocross Bicycles","Baldwin Bikes","Jannette David","2","6999.98"
905,"Eliana Reese","Woodhaven","NY","2017-05-23","Trek Fuel EX 5 27.5 Plus - 2017","Mountain Bikes","Baldwin Bikes","Jannette David","2","4599.98"
905,"Eliana Reese","Woodhaven","NY","2017-05-23","Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer","1","599.99"
905,"Eliana Reese","Woodhaven","NY","2017-05-23","Sun Bicycles Revolutions 24 - Girl's - 2017","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer","1","250.99"
905,"Eliana Reese","Woodhaven","NY","2017-05-23","Trek Boone 7 - 2017","Cyclocross Bicycles","Baldwin Bikes","Marcelene Boyer","2","6999.98"
905,"Eliana Reese","Woodhaven","NY","2017-05-23","Trek Fuel EX 5 27.5 Plus - 2017","Mountain Bikes","Baldwin Bikes","Marcelene Boyer","2","4599.98"
905,"Eliana Reese","Woodhaven","NY","2017-05-23","Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Baldwin Bikes","Venita Daniel","1","599.99"
905,"Eliana Reese","Woodhaven","NY","2017-05-23","Sun Bicycles Revolutions 24 - Girl's - 2017","Cruisers Bicycles","Baldwin Bikes","Venita Daniel","1","250.99"
905,"Eliana Reese","Woodhaven","NY","2017-05-23","Trek Boone 7 - 2017","Cyclocross Bicycles","Baldwin Bikes","Venita Daniel","2","6999.98"
905,"Eliana Reese","Woodhaven","NY","2017-05-23","Trek Fuel EX 5 27.5 Plus - 2017","Mountain Bikes","Baldwin Bikes","Venita Daniel","2","4599.98"
906,"Janine Manning","Howard Beach","NY","2017-05-23","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Baldwin Bikes","Jannette David","2","539.98"
906,"Janine Manning","Howard Beach","NY","2017-05-23","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Baldwin Bikes","Jannette David","2","599.98"
906,"Janine Manning","Howard Beach","NY","2017-05-23","Electra Townie Original 7D - 2017","Comfort Bicycles","Baldwin Bikes","Jannette David","2","979.98"
906,"Janine Manning","Howard Beach","NY","2017-05-23","Haro SR 1.3 - 2017","Mountain Bikes","Baldwin Bikes","Jannette David","1","1409.99"
906,"Janine Manning","Howard Beach","NY","2017-05-23","Surly Karate Monkey 27.5+ Frameset - 2017","Mountain Bikes","Baldwin Bikes","Jannette David","2","4999.98"
906,"Janine Manning","Howard Beach","NY","2017-05-23","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Baldwin Bikes","Marcelene Boyer","2","539.98"
906,"Janine Manning","Howard Beach","NY","2017-05-23","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Baldwin Bikes","Marcelene Boyer","2","599.98"
906,"Janine Manning","Howard Beach","NY","2017-05-23","Electra Townie Original 7D - 2017","Comfort Bicycles","Baldwin Bikes","Marcelene Boyer","2","979.98"
906,"Janine Manning","Howard Beach","NY","2017-05-23","Haro SR 1.3 - 2017","Mountain Bikes","Baldwin Bikes","Marcelene Boyer","1","1409.99"
906,"Janine Manning","Howard Beach","NY","2017-05-23","Surly Karate Monkey 27.5+ Frameset - 2017","Mountain Bikes","Baldwin Bikes","Marcelene Boyer","2","4999.98"
906,"Janine Manning","Howard Beach","NY","2017-05-23","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Baldwin Bikes","Venita Daniel","2","539.98"
906,"Janine Manning","Howard Beach","NY","2017-05-23","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Baldwin Bikes","Venita Daniel","2","599.98"
906,"Janine Manning","Howard Beach","NY","2017-05-23","Electra Townie Original 7D - 2017","Comfort Bicycles","Baldwin Bikes","Venita Daniel","2","979.98"
906,"Janine Manning","Howard Beach","NY","2017-05-23","Haro SR 1.3 - 2017","Mountain Bikes","Baldwin Bikes","Venita Daniel","1","1409.99"
906,"Janine Manning","Howard Beach","NY","2017-05-23","Surly Karate Monkey 27.5+ Frameset - 2017","Mountain Bikes","Baldwin Bikes","Venita Daniel","2","4999.98"
907,"Luz House","Fresno","CA","2017-05-24","Sun Bicycles Lil Bolt Type-R - 2017","Cruisers Bicycles","Santa Cruz Bikes","Fabiola Jackson","1","346.99"
907,"Luz House","Fresno","CA","2017-05-24","Sun Bicycles Lil Kitt'n - 2017","Children Bicycles","Santa Cruz Bikes","Fabiola Jackson","2","219.98"
907,"Luz House","Fresno","CA","2017-05-24","Sun Bicycles Lil Bolt Type-R - 2017","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano","1","346.99"
907,"Luz House","Fresno","CA","2017-05-24","Sun Bicycles Lil Kitt'n - 2017","Children Bicycles","Santa Cruz Bikes","Genna Serrano","2","219.98"
907,"Luz House","Fresno","CA","2017-05-24","Sun Bicycles Lil Bolt Type-R - 2017","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland","1","346.99"
907,"Luz House","Fresno","CA","2017-05-24","Sun Bicycles Lil Kitt'n - 2017","Children Bicycles","Santa Cruz Bikes","Mireya Copeland","2","219.98"
907,"Luz House","Fresno","CA","2017-05-24","Sun Bicycles Lil Bolt Type-R - 2017","Cruisers Bicycles","Santa Cruz Bikes","Virgie Wiggins","1","346.99"
907,"Luz House","Fresno","CA","2017-05-24","Sun Bicycles Lil Kitt'n - 2017","Children Bicycles","Santa Cruz Bikes","Virgie Wiggins","2","219.98"
908,"Kerrie Morton","Pittsford","NY","2017-05-25","Electra Townie Original 7D - 2017","Comfort Bicycles","Baldwin Bikes","Jannette David","2","979.98"
908,"Kerrie Morton","Pittsford","NY","2017-05-25","Haro Shift R3 - 2017","Mountain Bikes","Baldwin Bikes","Jannette David","1","1469.99"
908,"Kerrie Morton","Pittsford","NY","2017-05-25","Haro Shredder Pro 20 - 2017","Children Bicycles","Baldwin Bikes","Jannette David","1","249.99"
908,"Kerrie Morton","Pittsford","NY","2017-05-25","Electra Townie Original 7D - 2017","Comfort Bicycles","Baldwin Bikes","Marcelene Boyer","2","979.98"
908,"Kerrie Morton","Pittsford","NY","2017-05-25","Haro Shift R3 - 2017","Mountain Bikes","Baldwin Bikes","Marcelene Boyer","1","1469.99"
908,"Kerrie Morton","Pittsford","NY","2017-05-25","Haro Shredder Pro 20 - 2017","Children Bicycles","Baldwin Bikes","Marcelene Boyer","1","249.99"
908,"Kerrie Morton","Pittsford","NY","2017-05-25","Electra Townie Original 7D - 2017","Comfort Bicycles","Baldwin Bikes","Venita Daniel","2","979.98"
908,"Kerrie Morton","Pittsford","NY","2017-05-25","Haro Shift R3 - 2017","Mountain Bikes","Baldwin Bikes","Venita Daniel","1","1469.99"
908,"Kerrie Morton","Pittsford","NY","2017-05-25","Haro Shredder Pro 20 - 2017","Children Bicycles","Baldwin Bikes","Venita Daniel","1","249.99"
909,"Sharla Flynn","Oxnard","CA","2017-05-26","Heller Shagamaw Frame - 2016","Mountain Bikes","Santa Cruz Bikes","Fabiola Jackson","1","1320.99"
909,"Sharla Flynn","Oxnard","CA","2017-05-26","Heller Shagamaw Frame - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano","1","1320.99"
909,"Sharla Flynn","Oxnard","CA","2017-05-26","Heller Shagamaw Frame - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland","1","1320.99"
909,"Sharla Flynn","Oxnard","CA","2017-05-26","Heller Shagamaw Frame - 2016","Mountain Bikes","Santa Cruz Bikes","Virgie Wiggins","1","1320.99"
910,"Cassondra Pruitt","Merrick","NY","2017-05-26","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Baldwin Bikes","Jannette David","1","299.99"
910,"Cassondra Pruitt","Merrick","NY","2017-05-26","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Baldwin Bikes","Marcelene Boyer","1","299.99"
910,"Cassondra Pruitt","Merrick","NY","2017-05-26","Electra Girl's Hawaii 1 (20-inch) - 2015/2016","Children Bicycles","Baldwin Bikes","Venita Daniel","1","299.99"
911,"Graig Cannon","Syosset","NY","2017-05-26","Sun Bicycles Cruz 3 - 2017","Comfort Bicycles","Baldwin Bikes","Jannette David","1","449.99"
911,"Graig Cannon","Syosset","NY","2017-05-26","Sun Bicycles Revolutions 24 - 2017","Cruisers Bicycles","Baldwin Bikes","Jannette David","2","501.98"
911,"Graig Cannon","Syosset","NY","2017-05-26","Trek Domane SL 6 - 2017","Road Bikes","Baldwin Bikes","Jannette David","1","3499.99"
911,"Graig Cannon","Syosset","NY","2017-05-26","Trek Precaliber 24 (21-Speed) - Girls - 2017","Children Bicycles","Baldwin Bikes","Jannette David","2","699.98"
911,"Graig Cannon","Syosset","NY","2017-05-26","Sun Bicycles Cruz 3 - 2017","Comfort Bicycles","Baldwin Bikes","Marcelene Boyer","1","449.99"
911,"Graig Cannon","Syosset","NY","2017-05-26","Sun Bicycles Revolutions 24 - 2017","Cruisers Bicycles","Baldwin Bikes","Marcelene Boyer","2","501.98"
911,"Graig Cannon","Syosset","NY","2017-05-26","Trek Domane SL 6 - 2017","Road Bikes","Baldwin Bikes","Marcelene Boyer","1","3499.99"
911,"Graig Cannon","Syosset","NY","2017-05-26","Trek Precaliber 24 (21-Speed) - Girls - 2017","Children Bicycles","Baldwin Bikes","Marcelene Boyer","2","699.98"
911,"Graig Cannon","Syosset","NY","2017-05-26","Sun Bicycles Cruz 3 - 2017","Comfort Bicycles","Baldwin Bikes","Venita Daniel","1","449.99"
911,"Graig Cannon","Syosset","NY","2017-05-26","Sun Bicycles Revolutions 24 - 2017","Cruisers Bicycles","Baldwin Bikes","Venita Daniel","2","501.98"
911,"Graig Cannon","Syosset","NY","2017-05-26","Trek Domane SL 6 - 2017","Road Bikes","Baldwin Bikes","Venita Daniel","1","3499.99"
911,"Graig Cannon","Syosset","NY","2017-05-26","Trek Precaliber 24 (21-Speed) - Girls - 2017","Children Bicycles","Baldwin Bikes","Venita Daniel","2","699.98"
912,"Rudolf Gilliam","Palos Verdes Peninsula","CA","2017-05-27","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Fabiola Jackson","2","539.98"
912,"Rudolf Gilliam","Palos Verdes Peninsula","CA","2017-05-27","Electra Townie 7D (20-inch) - Boys' - 2017","Children Bicycles","Santa Cruz Bikes","Fabiola Jackson","1","339.99"
912,"Rudolf Gilliam","Palos Verdes Peninsula","CA","2017-05-27","Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Fabiola Jackson","2","1499.98"
912,"Rudolf Gilliam","Palos Verdes Peninsula","CA","2017-05-27","Sun Bicycles Atlas X-Type - 2017","Cruisers Bicycles","Santa Cruz Bikes","Fabiola Jackson","2","833.98"
912,"Rudolf Gilliam","Palos Verdes Peninsula","CA","2017-05-27","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Genna Serrano","2","539.98"
912,"Rudolf Gilliam","Palos Verdes Peninsula","CA","2017-05-27","Electra Townie 7D (20-inch) - Boys' - 2017","Children Bicycles","Santa Cruz Bikes","Genna Serrano","1","339.99"
912,"Rudolf Gilliam","Palos Verdes Peninsula","CA","2017-05-27","Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Genna Serrano","2","1499.98"
912,"Rudolf Gilliam","Palos Verdes Peninsula","CA","2017-05-27","Sun Bicycles Atlas X-Type - 2017","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano","2","833.98"
912,"Rudolf Gilliam","Palos Verdes Peninsula","CA","2017-05-27","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Mireya Copeland","2","539.98"
912,"Rudolf Gilliam","Palos Verdes Peninsula","CA","2017-05-27","Electra Townie 7D (20-inch) - Boys' - 2017","Children Bicycles","Santa Cruz Bikes","Mireya Copeland","1","339.99"
912,"Rudolf Gilliam","Palos Verdes Peninsula","CA","2017-05-27","Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Mireya Copeland","2","1499.98"
912,"Rudolf Gilliam","Palos Verdes Peninsula","CA","2017-05-27","Sun Bicycles Atlas X-Type - 2017","Cruisers Bicycles","Santa Cruz Bikes","Mireya Copeland","2","833.98"
912,"Rudolf Gilliam","Palos Verdes Peninsula","CA","2017-05-27","Electra Girl's Hawaii 1 (16-inch) - 2015/2016","Children Bicycles","Santa Cruz Bikes","Virgie Wiggins","2","539.98"
912,"Rudolf Gilliam","Palos Verdes Peninsula","CA","2017-05-27","Electra Townie 7D (20-inch) - Boys' - 2017","Children Bicycles","Santa Cruz Bikes","Virgie Wiggins","1","339.99"
912,"Rudolf Gilliam","Palos Verdes Peninsula","CA","2017-05-27","Ritchey Timberwolf Frameset - 2016","Mountain Bikes","Santa Cruz Bikes","Virgie Wiggins","2","1499.98"
912,"Rudolf Gilliam","Palos Verdes Peninsula","CA","2017-05-27","Sun Bicycles Atlas X-Type - 2017","Cruisers Bicycles","Santa Cruz Bikes","Virgie Wiggins","2","833.98"
913,"Zella Fernandez","Rockville Centre","NY","2017-05-27","Electra Townie Original 21D - 2016","Comfort Bicycles","Baldwin Bikes","Jannette David","2","1099.98"
913,"Zella Fernandez","Rockville Centre","NY","2017-05-27","Trek Precaliber 16 Girls - 2017","Children Bicycles","Baldwin Bikes","Jannette David","2","419.98"
913,"Zella Fernandez","Rockville Centre","NY","2017-05-27","Electra Townie Original 21D - 2016","Comfort Bicycles","Baldwin Bikes","Marcelene Boyer","2","1099.98"
913,"Zella Fernandez","Rockville Centre","NY","2017-05-27","Trek Precaliber 16 Girls - 2017","Children Bicycles","Baldwin Bikes","Marcelene Boyer","2","419.98"
913,"Zella Fernandez","Rockville Centre","NY","2017-05-27","Electra Townie Original 21D - 2016","Comfort Bicycles","Baldwin Bikes","Venita Daniel","2","1099.98"
913,"Zella Fernandez","Rockville Centre","NY","2017-05-27","Trek Precaliber 16 Girls - 2017","Children Bicycles","Baldwin Bikes","Venita Daniel","2","419.98"
914,"Doris Kaufman","Duarte","CA","2017-05-28","Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes","Fabiola Jackson","2","1199.98"
914,"Doris Kaufman","Duarte","CA","2017-05-28","Haro Flightline Two 26 Plus - 2017","Mountain Bikes","Santa Cruz Bikes","Fabiola Jackson","1","549.99"
914,"Doris Kaufman","Duarte","CA","2017-05-28","Haro SR 1.3 - 2017","Mountain Bikes","Santa Cruz Bikes","Fabiola Jackson","1","1409.99"
914,"Doris Kaufman","Duarte","CA","2017-05-28","Sun Bicycles Cruz 3 - 2017","Comfort Bicycles","Santa Cruz Bikes","Fabiola Jackson","1","449.99"
914,"Doris Kaufman","Duarte","CA","2017-05-28","Electra Townie Original 7D EQ - Women's - 2016","Cruisers Bicycles","Santa Cruz Bikes","Genna Serrano","2","1199.98"
914,"Doris Kaufman","Duarte","CA","2017-05-28","Haro Flightline Two 26 Plus - 2017","Mountain Bikes","Santa Cruz Bikes","Genna Serrano","1","549.99"
